Title,Organization,Content Type,URL,Publication,Person,Date Published,Topics,Content Tags,Industry,Category Classification,Asset,Source File
"Please Reboot, Part 2: Your Ecosystem is a Lie",UST,Blog,https://www.ust.com/en/insights/please-reboot-part-2-your-ecosystem-is-a-lie,UST.com,,2020-05-11,Digital Transformation - Information Technology - Science & Technology,Ecosystems,IT Support and Management,Total Emphasis,screencapture-ust-en-insights-please-reboot-part-2-your-ecosystem-is-a-lie-2026-01-13-16_40_53,"Please Reboot, Part 2- Your Ecosystem is a Lie - UST - Blog(my-content).md"
"Please Reboot, Part 3: It's Time to Organize Around People",UST,Blog,https://www.ust.com/en/insights/please-reboot-part-3-its-time-to-organize-around-people,UST.com,Stephen Coller,2020-12-07,,Organizational Culture,All Tech,Total Emphasis,screencapture-ust-en-insights-please-reboot-part-3-its-time-to-organize-around-people-2026-01-13-15_35_54,"Please Reboot, Part 3- It's Time to Organize Around People - UST - Blog(my-content).md"
PreView AI Metrics Linked to Performance Such as Sales & Brand Lift,Realeyes,Blog,https://blog.realeyesit.com/preview-synthetic-performance-validation,Realeyesit.com,Colin Pye - Realeyes,2024-11-04,,Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-preview-synthetic-performance-validation-2026-01-14-18_41_00,PreView AI Metrics Linked to Performance Such as Sales & Brand Lift - Realeyes - Blog(my-content).md
"Predicting 2025: The Proliferation of Media Networks, Outcomes, and the Continued Ascent of Streaming. Oh, and AI",UpWave,Blog,https://advertisingweek.com/predicting-2025-the-proliferation-of-media-networks-outcomes-and-the-continued-ascent-of-streaming-oh-and-ai/,AdvertisingWeek,Chris Kelly - UpWave,,,Retail; Retail Media,Adtech,Total Emphasis,screencapture-advertisingweek-predicting-2025-the-proliferation-of-media-networks-outcomes-and-the-continued-ascent-of-streaming-oh-and-ai-2026-01-16-18_39_47,"Predicting 2025- The Proliferation of Media Networks, Outcomes, and the Continued Ascent of…(my-content).md"
Prepare for Sales Lift,Realeyes,White Paper,https://www.realeyesit.com/resources/papers/sales-research-validation/,Realeyesit.com,,2025-06-25,Digital Marketing - Marketing - Business and Economics,Attention Measurement; Data and Analytics,Marketing,Total Emphasis,Prepare for Sales Lift - Realeyes - May 2025,Prepare for Sales Lift - Realeyes - White Paper(my-content).md
Preparing for Smart Targeting in the Wake of Apple's ATT Framework,M&C Saatchi Performance,Byline,https://www.mcsaatchiperformance.com/news/preparing-for-smart-targeting-in-the-wake-of-apples-att-framework/,ClickZ,,2023-01-25,,Mobile gaming,Adtech,Total Emphasis,screencapture-mcsaatchiperformance-news-preparing-for-smart-targeting-in-the-wake-of-apples-att-framework-2025-05-17-20_40_56,Preparing for Smart Targeting in the Wake of Apple's ATT Framework - M&C Saatchi Performance -…(my-content).md
Programmatic Cookie Alternative Trends Report,33 Across,White Paper,https://go.33across.com/advertising-report-q2-2024?utm_campaign=Advertising%20Trends%20Report%20|%20Q2%202024&utm_source=Insights%20Center%20Q2%202024&utm_medium=Insights%20Center%20Q2%202024&utm_term=Insights%20Center%20Q2%202024&utm_content=Insights%20Center%20Q2%202024,33Across.com,,2024-06-29,,Cookieless,Adtech,Total Emphasis,33Across_Programmatic Cookie Alternative Trends Report_Vol 8_Q22024,Programmatic Cookie Alternative Trends Report - 33 Across - White Paper(my-content).md
Proof of Delivery,Uber for Business,Blog,https://merchants.ubereats.com/us/en/resources/articles/proof-of-delivery/?uclick_id=98d456fa-29bf-43e2-8675-d3add2543add&marketing_vistor_id=bc15480a-01bb-4a3f-ba60-9ddc4014fe89,Uber for Merchants,,2024-12-01,Logistics - Business Strategy and Management - Business and Economics,Food Delivery; Retail,Logistics,Total Emphasis,Uber for Business - Proof of Delivery - 2024,Proof of Delivery - Uber for Business - Blog(my-content).md
Proving Brand Lift Through Attention,Realeyes,Interview,https://blog.realeyesit.com/proving-brand-lift-through-attention,Realeyesit.com,Keith O'Brien - Total Emphasis  ,2022-11-09,Digital Marketing - Marketing - Business and Economics,Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-proving-brand-lift-through-attention-2026-01-14-20_45_03,Proving Brand Lift Through Attention - Realeyes - Interview(my-content).md
Publishers Can Face the Cookieless Future With Alternative Identifiers Today,33 Across,Byline,https://www.33across.com/news/2024/02/13/publishers-can-face-the-cookieless-future-with-alternative-identifiers-today-mx3?,33Across.com,Paul Bell - 33 Across,2024-02-15,,Cookieless; Advertising Measurement,Adtech,Total Emphasis,screencapture-33across-news-2024-02-13-publishers-can-face-the-cookieless-future-with-alternative-identifiers-today-mx3-2026-01-14-19_14_58,Publishers Can Face the Cookieless Future With Alternative Identifiers Today - 33 Across - Byline(my-content).md
Pushing Attention Forward During Its Formative Years,Realeyes,Interview,https://blog.realeyesit.com/pushing-attention-forward-during-its-formative-years,Realeyesit.com,Keith O'Brien - Total Emphasis  ,2023-06-06,,Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-pushing-attention-forward-during-its-formative-years-2025-11-13-15_33_31,Pushing Attention Forward During Its Formative Years - Realeyes - Interview(my-content).md
Putting Employee Feedback Into Focus,NOVUS,Sponsored Content,https://www.forbes.com/councils/forbesbusinesscouncil/2025/03/07/putting-employee-feedback-into-focus/,Forbes,Rob Davis - NOVUS,2025-03-07,Human Resources Management (HRM) - Business Strategy and Management - Business and Economics,Employee Experience,Advertising,Total Emphasis,screencapture-forbes-councils-forbesbusinesscouncil-2025-03-07-putting-employee-feedback-into-focus-2026-01-16-18_38_05,Putting Employee Feedback Into Focus - NOVUS - Sponsored Content(my-content).md
my content,,,,,,,,,,,,README.md
Rasa Agent Significantly Outperforms Prompt-Based LLM in Security Test,Rasa,Blog,https://rasa.com/blog/rasa-agent-beats-llm-security-test/?path=%2Fblog%2Frasa-agent-beats-llm-security-test%2F&secret=fUKYxkpFb2JgdxQ4C7Tapw2odM32cXfs,Rasa.com,Lauren Goerz - Rasa,2025-10-13,,AI Agents; Security and Infrastructure,,Total Emphasis,screencapture-rasa-blog-rasa-agent-beats-llm-security-test-2025-10-22-19_43_07,Rasa Agent Significantly Outperforms Prompt-Based LLM in Security Test - Rasa - Blog(my-content).md
Rasa Insights - August 2025,Rasa,Newsletter,https://6711345.hubspotpreview-na1.com/_hcms/preview/email/194856170350?portalId=6711345&preview_key=dbwypWYD&_preview=true&from_buffer=false&hsPreviewerApp=email&cacheBust=0,Rasa.com,,2025-08-29,Artificial Intelligence Applications - Artificial Intelligence - Science & Technology,Generative AI; AI Orchestration; AI Agents; **Topic(s)**:; Artificial Intelligence Applications - Artificial Intelligence - Science & Technology; Customer Experience - Sales - Business and Economics,Artificial Intelligence,Total Emphasis,screencapture-6711345-hubspotpreview-na1-hcms-preview-email-194856170350-2025-09-16-14_47_11,Rasa Insights - August 2025 - Rasa - Newsletter(my-content).md
Rasa Insights - December 2025,Rasa,Newsletter,,Rasa.com,,2025-12-18,Artificial Intelligence Applications - Artificial Intelligence - Science & Technology,AI Agents; AI Orchestration,,Total Emphasis,"Rasa Insights, Edition #23 Dec 25",Rasa Insights - December 2025 - Rasa - Newsletter(my-content).md
Rasa Insights - November 2025,Rasa,Newsletter,,Rasa.com,,2025-11-20,Artificial Intelligence Applications - Artificial Intelligence - Science & Technology,AI Agents; AI Orchestration,,Total Emphasis,"Rasa Insights, Edition #22  Nov 25",Rasa Insights - November 2025 - Rasa - Newsletter(my-content).md
Rasa Insights - October 2025,Rasa,Newsletter,,Rasa.com,,,,,,Total Emphasis,N/A,Rasa Insights - October 2025 - Rasa - Newsletter(my-content).md
Rasa Insights - September 2025,Rasa,Newsletter,,Rasa.com,,2025-09-25,Artificial Intelligence Applications - Artificial Intelligence - Science & Technology,,,Total Emphasis,"Sept 25 Mail - Rasa Insights, Edition #20 🗞️",Rasa Insights - September 2025 - Rasa - Newsletter(my-content).md
Reaching Sports Fans as Easy as Looking at the Second Option,Lemma,Byline,https://advertisingweek.com/reaching-sports-fans-as-easy-as-looking-at-the-second-option/,AdvertisingWeek,Angelina Marmorato - TVision,2024-11-07,,Digital Out of Home; Sports Marketing,Advertising,Total Emphasis,Reaching Sports Fans as Easy as Looking At the Second Option – Advertising Week,Reaching Sports Fans as Easy as Looking at the Second Option - Lemma - Byline(my-content).md
Real-time Data Access and Local Expertise Key to Halting Global Account Opening Fraud,Data Zoo,Blog,https://www.datazoo.com/halting-account-opening-fraud-with-real-time-data-access,DataZoo,,2025-08-13,,Fraud prevention; Identify Verification; Data Quality,Financial Services; Cybersecurity Firm,Total Emphasis,screencapture-datazoo-halting-account-opening-fraud-with-real-time-data-access-2025-09-16-16_07_01,Real-time Data Access and Local Expertise Key to Halting Global Account Opening Fraud - Data Zoo…(my-content).md
Realeyes & Tvision Partner to Expand Full Suite of Attention Metrics,Realeyes,Blog,https://blog.realeyesit.com/realeyes-partner-with-tvision-to-expand-full-suite-of-attention-metrics,Realeyesit.com,Keith O'Brien - Total Emphasis  ,2022-05-23,,Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-realeyes-partner-with-tvision-to-expand-full-suite-of-attention-metrics-2026-01-14-18_03_29,Realeyes & Tvision Partner to Expand Full Suite of Attention Metrics - Realeyes - Blog(my-content).md
Realeyes Preview,,Web Page/Website,https://www.realeyesit.com/technology/attention/,,,,,,,,screencapture-realeyesit-technology-attention-2026-01-17-10_14_39,Realeyes Preview -  - Web Page-Website(my-content).md
Realeyes Study Determines Which Sports Drive the Highest Emotional Response,Realeyes,Report,https://blog.realeyesit.com/freeview-which-sports-drive-the-highest-emotional-response,Realeyesit.com,Keith O'Brien - Total Emphasis  ,2022-07-27,Ad Measurement - Marketing - Business and Economics,Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-freeview-which-sports-drive-the-highest-emotional-response-2026-01-14-16_59_19,Realeyes Study Determines Which Sports Drive the Highest Emotional Response - Realeyes - Report(my-content).md
Realeyes Unveils Revolutionary AI-Powered Heatmaps Technology,Realeyes,Blog,https://blog.realeyesit.com/realeyes-unveils-revolutionary-ai-powered-heatmaps-technology,Realeyesit.com,Keith O'Brien - Total Emphasis  ,2024-09-26,,Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-realeyes-unveils-revolutionary-ai-powered-heatmaps-technology-2024-11-26-16_30_59,Realeyes Unveils Revolutionary AI-Powered Heatmaps Technology - Realeyes - Blog(my-content).md
Reskilling,McKinsey,LinkedIn post,https://www.linkedin.com/posts/janshellybrown_corporate-technology-under-new-scrutiny-amid-activity-7085226360779993089-RpuR?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAAA3TABufjct_dj5o96jQ_ELwtUVCtVVhM,LinkedIn,Jan Shelly Brown - McKinsey,,Human Resources Management (HRM) - Business Strategy and Management - Business and Economics,Upskilling/resklilling,Management Consultant,Total Emphasis,Reskilling,Reskilling - McKinsey - LinkedIn post (my-content).md
Reskilling Your Workforce in the Time of AI,IBM,Blog,https://www.ibm.com/blog/reskilling-your-workforce-in-the-time-of-ai/,IBM.com,Keith O'Brien - Total Emphasis  ,2023-12-06,,Training and Development; Employee Experience; Generative AI; Upskilling/resklilling,All Tech,Total Emphasis,screencapture-ibm-think-insights-generative-ai-for-employee-training-2026-01-16-18_22_27,Reskilling Your Workforce in the Time of AI - IBM - Blog(my-content).md
Retail Marketing,McKinsey,LinkedIn post,https://www.linkedin.com/posts/jess-p-huang_ric21-activity-6876213214049300480-7LOS?utm_source=share&utm_medium=member_desktop,LinkedIn,Jess Huang - YouTube,,Sales Strategy & Planning - Sales - Business and Economics,Retail; Retail Media,Management Consultant,Total Emphasis,Retail Marketing,Retail Marketing - McKinsey - LinkedIn post (my-content).md
Retail Media,McKinsey,LinkedIn post,https://www.linkedin.com/posts/jess-p-huang_one-of-the-biggest-trends-that-ecommerce-activity-6892888157449285632-8oWi?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAAA3TABufjct_dj5o96jQ_ELwtUVCtVVhM,LinkedIn,Jess Huang - YouTube,,,Retail; Retail Media,Management Consultant,Total Emphasis,![](https://firebasestorage.googleapis.com/v0/b/tagr-prod.appspot.com/o/notespace%2Fkeith%40totalemphasis.com%2Fuploads%2F2026-01-17T14%3A19%3A54.978Z-Screenshot%202026-01-17%20at%209.19.49%E2%80%AFAM.png?alt=media&token=dd5f7aee-d659-46ea-a35c-f082096399cd),Retail Media - McKinsey - LinkedIn post (my-content).md
Retail Media Networks Are Poised to Dominate the Cookieless Landscape,33 Across,Byline,https://www.admonsters.com/retail-media-networks-are-poised-to-dominate-the-cookieless-landscape/,Ad Monsters,Eric Wheeler - 33 Across,2024-05-21,Media Buying - Marketing - Business and Economics,Retail Media; Retail,,Total Emphasis,screencapture-admonsters-retail-media-networks-are-poised-to-dominate-the-cookieless-landscape-2025-05-17-20_31_29,Retail Media Networks Are Poised to Dominate the Cookieless Landscape - 33 Across - Byline(my-content).md
Retail Media: As Important for Brand Builders as Performance Marketers,33 Across,Byline,https://www.admonsters.com/retail-media-as-important-for-brand-builders-as-performance-marketers/,Ad Monsters,Jon Stewart - UpWave,2024-09-03,Media Buying - Marketing - Business and Economics,Retail Media; Retail,,Total Emphasis,screencapture-admonsters-retail-media-as-important-for-brand-builders-as-performance-marketers-2026-01-13-16_41_38,Retail Media- As Important for Brand Builders as Performance Marketers - 33 Across - Byline(my-content).md
Retail customer experience,IBM,Topic Page,https://www.ibm.com/think/topics/retail-customer-experience,IBM.com,Keith O'Brien - Total Emphasis  ,2024-08-22,Brand Strategy & Management - Marketing - Business and Economics,Retail,All Tech,Total Emphasis,screencapture-ibm-think-topics-retail-customer-experience-2026-01-14-16_18_08,Retail customer experience - IBM - Topic Page(my-content).md
Rethinking Supplier Contracts in the AI Era,Infinity Loop,Byline,https://www.supplychainbrain.com/blogs/1-think-tank/post/42909-rethinking-supplier-contracts-in-the-ai-era,,Nithin Mummaneni - Infinity Loop,2025-12-17,,Contract Negotiation; Procurement,,Total Emphasis,screencapture-supplychainbrain-blogs-1-think-tank-post-42909-rethinking-supplier-contracts-in-the-ai-era-2025-12-17-09_35_31,Rethinking Supplier Contracts in the AI Era - Infinity Loop - Byline(my-content).md
Returning to Work Safely With Work.com,Ciberspring,Blog,https://www.ciberspring.com/returning-to-work-safely-with-work-com/,Ciberspring,,2020-08-03,Infrastructure - Information Technology - Science & Technology,Employee Experience,Advertising,Total Emphasis,N/A,Returning to Work Safely With Work.com - Ciberspring - Blog(my-content).md
Reviewing the Agency Review Process: There’s a Better Way,NOVUS,Sponsored Content,https://www.fastcompany.com/90981513/reviewing-the-agency-review-process-theres-a-better-way,Fast Company,Rob Davis - NOVUS,2023-11-15,Digital Marketing - Marketing - Business and Economics,Agency Models; New Business Strategy,Advertising,Total Emphasis,screencapture-fastcompany-90981513-reviewing-the-agency-review-process-theres-a-better-way-2026-01-13-14_15_51,Reviewing the Agency Review Process- There’s a Better Way - NOVUS - Sponsored Content(my-content).md
Revisiting Covid Vaccination PSA Effectiveness as School Opens Up,Realeyes,Report,https://blog.realeyesit.com/revisiting-covid-vaccination-psa-effectiveness-as-school-opens-up,Realeyesit.com,Keith O'Brien - Total Emphasis  ,2022-08-26,Health Policy - Physical Health - Health,Covid-19; Attention Measurement,Adtech,Total Emphasis,screencapture-blog-realeyesit-revisiting-covid-vaccination-psa-effectiveness-as-school-opens-up-2026-01-14-18_11_50,Revisiting Covid Vaccination PSA Effectiveness as School Opens Up - Realeyes - Report(my-content).md
Rewired,McKinsey,LinkedIn post,https://www.linkedin.com/posts/janshellybrown_cloud-digitaltransformation-rewiredbook-activity-7066412419283079168-2Ahu?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAAA3TABufjct_dj5o96jQ_ELwtUVCtVVhM,LinkedIn,Jan Shelly Brown - McKinsey,,Digital Transformation - Information Technology - Science & Technology,,Management Consultant,Total Emphasis,Rewired,Rewired - McKinsey - LinkedIn post (my-content).md
Rewired Post,McKinsey,LinkedIn post,,,Jan Shelly Brown - McKinsey,,Digital Transformation - Information Technology - Science & Technology,,Management Consultant,Total Emphasis,![](https://firebasestorage.googleapis.com/v0/b/tagr-prod.appspot.com/o/notespace%2Fkeith%40totalemphasis.com%2Fuploads%2F2024-01-06T17%3A13%3A15.158Z-Screenshot%202024-01-06%20at%2012.13.09%E2%80%AFPM.png?alt=media&token=c9455a1d-fcb3-4137-81bf-431df0f54c3c),Rewired Post - McKinsey - LinkedIn post (my-content).md
Rewired in Action,McKinsey,LinkedIn post,https://www.linkedin.com/posts/vinayak-hv-7061222_aibymckinsey-artificialintelligence-generativeai-activity-7104402718303125504-lcg3/?utm_source=share&utm_medium=member_desktop,LinkedIn,Vinayak HV - McKinsey,,Digital Transformation - Information Technology - Science & Technology,,Management Consultant,Total Emphasis,VH_ Rewired in Action,Rewired in Action - McKinsey - LinkedIn post (my-content).md
